identifier	added	reason
NCBITaxon:121616	2026-09-12	attested rule: Micromonospora matsumotoense, 7 sources incl. NCBI
NCBITaxon:123820	2026-09-12	attested rule: [Actinobacillus] rossii, 7 sources incl. NCBI
NCBITaxon:129817	2026-09-12	attested rule: Pseudomonas brenneri, 7 sources incl. NCBI
NCBITaxon:144184	2026-09-12	attested rule: Corynebacterium afermentans subsp. lipophilum, 7 sources incl. NCBI
NCBITaxon:158627	2026-09-12	attested rule: Pseudomonas graminis, 7 sources incl. NCBI
NCBITaxon:171401	2026-09-12	attested rule: Paenibacillus agarexedens, 7 sources incl. NCBI
NCBITaxon:182136	2026-09-12	attested rule: Fictibacillus barbaricus, 7 sources incl. NCBI
NCBITaxon:214326	2026-09-12	attested rule: Latilactobacillus sakei subsp. sakei, 7 sources incl. NCBI
NCBITaxon:270498	2026-09-12	attested rule: Christensenella hongkongensis, 7 sources incl. NCBI
NCBITaxon:332055	2026-09-12	attested rule: Sphingobium indicum, 7 sources incl. NCBI
NCBITaxon:343517	2026-09-12	attested rule: Paenibacillus barengoltzii, 7 sources incl. NCBI
NCBITaxon:561067	2026-09-12	attested rule: Mycoplasmopsis ciconiae, 7 sources incl. NCBI
NCBITaxon:592361	2026-09-12	attested rule: Pseudomonas peli, 7 sources incl. NCBI
NCBITaxon:380	2026-09-12	attested rule: Sinorhizobium fredii, 7 sources incl. NCBI
NCBITaxon:552	2026-09-12	attested rule: Erwinia amylovora, 7 sources incl. NCBI
NCBITaxon:722	2026-09-12	attested rule: Actinobacillus seminis, 7 sources incl. NCBI
NCBITaxon:813	2026-09-12	attested rule: Chlamydia trachomatis, 7 sources incl. NCBI
NCBITaxon:959	2026-09-12	attested rule: Bdellovibrio bacteriovorus, 7 sources incl. NCBI
NCBITaxon:1519	2026-09-12	attested rule: Clostridium tyrobutyricum, 7 sources incl. NCBI
NCBITaxon:1542	2026-09-12	attested rule: Clostridium novyi, 7 sources incl. NCBI
NCBITaxon:1837	2026-09-12	attested rule: Saccharopolyspora hirsuta, 7 sources incl. NCBI
NCBITaxon:2061	2026-09-12	attested rule: Tsukamurella paurometabola, 7 sources incl. NCBI
NCBITaxon:2287	2026-09-12	attested rule: Saccharolobus solfataricus, 7 sources incl. NCBI
NCBITaxon:28112	2026-09-12	attested rule: Tannerella forsythia, 7 sources incl. NCBI
NCBITaxon:29471	2026-09-12	attested rule: Pectobacterium atrosepticum, 7 sources incl. NCBI
NCBITaxon:33936	2026-09-12	attested rule: Aeribacillus pallidus, 7 sources incl. NCBI
NCBITaxon:33995	2026-09-12	attested rule: Komagataeibacter europaeus, 7 sources incl. NCBI
NCBITaxon:38307	2026-09-12	attested rule: Gluconobacter cerinus, 7 sources incl. NCBI
NCBITaxon:39664	2026-09-12	attested rule: Methanohalophilus portucalensis, 7 sources incl. NCBI
NCBITaxon:53358	2026-09-12	attested rule: Intrasporangium calvum, 7 sources incl. NCBI
NCBITaxon:53462	2026-09-12	attested rule: Mycolicibacterium mageritense, 7 sources incl. NCBI
NCBITaxon:55601	2026-09-12	attested rule: Vibrio anguillarum, 7 sources incl. NCBI
NCBITaxon:61648	2026-09-12	attested rule: Kluyvera intermedia, 7 sources incl. NCBI
NCBITaxon:67318	2026-09-12	attested rule: Streptomyces litmocidini, 7 sources incl. NCBI
NCBITaxon:68171	2026-09-12	attested rule: Streptomyces alanosinicus, 7 sources incl. NCBI
NCBITaxon:68247	2026-09-12	attested rule: Streptomyces omiyaensis, 7 sources incl. NCBI
NCBITaxon:69220	2026-09-12	attested rule: Lelliottia nimipressuralis, 7 sources incl. NCBI
NCBITaxon:76759	2026-09-12	attested rule: Pseudomonas monteilii, 7 sources incl. NCBI
NCBITaxon:77777	2026-09-12	attested rule: Robertmurraya siralis, 7 sources incl. NCBI
NCBITaxon:78346	2026-09-12	attested rule: Bifidobacterium ruminantium, 7 sources incl. NCBI
NCBITaxon:80869	2026-09-12	attested rule: Paracidovorax citrulli, 7 sources incl. NCBI
NCBITaxon:120957	2026-09-12	attested rule: Nocardia abscessus, 7 sources incl. NCBI
NCBITaxon:123812	2026-09-12	attested rule: Pasteurella multocida subsp. gallicida, 7 sources incl. NCBI
NCBITaxon:134602	2026-09-12	attested rule: Actinomadura nitritigenes, 7 sources incl. NCBI
NCBITaxon:145287	2026-09-12	attested rule: Novosphingobium lentum, 7 sources incl. NCBI
NCBITaxon:149015	2026-09-12	attested rule: Streptococcus hyovaginalis, 7 sources incl. NCBI
NCBITaxon:161902	2026-09-12	attested rule: Corynebacterium sundsvallense, 7 sources incl. NCBI
NCBITaxon:222805	2026-09-12	attested rule: Mycobacterium intracellulare subsp. chimaera, 7 sources incl. NCBI
NCBITaxon:228574	2026-09-12	attested rule: Paenibacillus lactis, 7 sources incl. NCBI
NCBITaxon:246787	2026-09-12	attested rule: Bacteroides cellulosilyticus, 7 sources incl. NCBI
NCBITaxon:317010	2026-09-12	attested rule: Enterococcus canintestini, 7 sources incl. NCBI
NCBITaxon:324617	2026-09-12	attested rule: Aeromonas tecta, 7 sources incl. NCBI
NCBITaxon:324768	2026-09-12	attested rule: Metabacillus idriensis, 7 sources incl. NCBI
NCBITaxon:333964	2026-09-12	attested rule: Xenorhabdus indica, 7 sources incl. NCBI
NCBITaxon:334542	2026-09-12	attested rule: Rhodococcus qingshengii, 7 sources incl. NCBI
NCBITaxon:457921	2026-09-12	attested rule: Massilia varians, 7 sources incl. NCBI
NCBITaxon:481139	2026-09-12	attested rule: Bartonella rattaustraliani, 7 sources incl. NCBI
NCBITaxon:561184	2026-09-12	attested rule: Mameliella alba, 7 sources incl. NCBI
NCBITaxon:587753	2026-09-12	attested rule: Pseudomonas chlororaphis, 7 sources incl. NCBI
NCBITaxon:604330	2026-09-12	attested rule: Parafannyhessea umbonata, 7 sources incl. NCBI
NCBITaxon:679249	2026-09-12	attested rule: Holzapfeliella floricola, 7 sources incl. NCBI
NCBITaxon:720605	2026-09-12	attested rule: Halomonas smyrnensis, 7 sources incl. NCBI
NCBITaxon:1247514	2026-09-12	attested rule: Luteimonas abyssi, 7 sources incl. NCBI
NCBITaxon:1639133	2026-09-12	attested rule: Citrobacter portucalensis, 7 sources incl. NCBI
NCBITaxon:524	2026-09-12	attested rule: Acidiphilium cryptum, 7 sources incl. NCBI
NCBITaxon:652	2026-09-12	attested rule: Aeromonas schubertii, 7 sources incl. NCBI
NCBITaxon:659	2026-09-12	attested rule: Photobacterium phosphoreum, 7 sources incl. NCBI
NCBITaxon:751	2026-09-12	attested rule: Avibacterium avium, 7 sources incl. NCBI
NCBITaxon:853	2026-09-12	attested rule: Faecalibacterium prausnitzii, 7 sources incl. NCBI
NCBITaxon:1247	2026-09-12	attested rule: Oenococcus oeni, 7 sources incl. NCBI
NCBITaxon:1467	2026-09-12	attested rule: Lederbergia lenta, 7 sources incl. NCBI
NCBITaxon:1472	2026-09-12	attested rule: Paenibacillus pabuli, 7 sources incl. NCBI
NCBITaxon:1561	2026-09-12	attested rule: Clostridium baratii, 7 sources incl. NCBI
NCBITaxon:1626	2026-09-12	attested rule: Lacticaseibacillus sharpeae, 7 sources incl. NCBI
NCBITaxon:1868	2026-09-12	attested rule: Actinoplanes digitatis, 7 sources incl. NCBI
NCBITaxon:1889	2026-09-12	attested rule: Streptomyces ambofaciens, 7 sources incl. NCBI
NCBITaxon:1901	2026-09-12	attested rule: Streptomyces clavuligerus, 7 sources incl. NCBI
NCBITaxon:1904	2026-09-12	attested rule: Streptomyces cyaneus, 7 sources incl. NCBI
NCBITaxon:1948	2026-09-12	attested rule: Streptomyces longisporus, 7 sources incl. NCBI
NCBITaxon:2001	2026-09-12	attested rule: Streptosporangium roseum, 7 sources incl. NCBI
NCBITaxon:2098	2026-09-12	attested rule: Metamycoplasma hominis, 7 sources incl. NCBI
NCBITaxon:2111	2026-09-12	attested rule: Metamycoplasma arthritidis, 7 sources incl. NCBI
NCBITaxon:2200	2026-09-12	attested rule: Methanoculleus thermophilus, 7 sources incl. NCBI
NCBITaxon:2208	2026-09-12	attested rule: Methanosarcina barkeri, 7 sources incl. NCBI
NCBITaxon:2210	2026-09-12	attested rule: Methanosarcina thermophila, 7 sources incl. NCBI
NCBITaxon:28094	2026-09-12	attested rule: Trinickia caryophylli, 7 sources incl. NCBI
NCBITaxon:28169	2026-09-12	attested rule: Vibrio pelagius, 7 sources incl. NCBI
NCBITaxon:31943	2026-09-12	attested rule: Brevibacterium iodinum, 7 sources incl. NCBI
NCBITaxon:33025	2026-09-12	attested rule: Phascolarctobacterium faecium, 7 sources incl. NCBI
NCBITaxon:33966	2026-09-12	attested rule: Leuconostoc mesenteroides subsp. dextranicum, 7 sources incl. NCBI
NCBITaxon:33967	2026-09-12	attested rule: Leuconostoc mesenteroides subsp. mesenteroides, 7 sources incl. NCBI
NCBITaxon:36738	2026-09-12	attested rule: Halococcus salifodinae, 7 sources incl. NCBI
NCBITaxon:40988	2026-09-12	attested rule: Saccharomonospora azurea, 7 sources incl. NCBI
NCBITaxon:42444	2026-09-12	attested rule: Marinovum algicola, 7 sources incl. NCBI
NCBITaxon:46240	2026-09-12	attested rule: Paenibacillus apiarius, 7 sources incl. NCBI
NCBITaxon:46503	2026-09-12	attested rule: Parabacteroides merdae, 7 sources incl. NCBI
NCBITaxon:47678	2026-09-12	attested rule: Bacteroides caccae, 7 sources incl. NCBI
NCBITaxon:47761	2026-09-12	attested rule: Streptomyces ochraceiscleroticus, 7 sources incl. NCBI
NCBITaxon:47875	2026-09-12	attested rule: Micromonospora sagamiensis, 7 sources incl. NCBI
NCBITaxon:53376	2026-09-12	attested rule: Mycobacterium heidelbergense, 7 sources incl. NCBI
NCBITaxon:55085	2026-09-12	attested rule: Streptococcus thoraltensis, 7 sources incl. NCBI
NCBITaxon:56448	2026-09-12	attested rule: Xanthomonas arboricola, 7 sources incl. NCBI
NCBITaxon:56454	2026-09-12	attested rule: Xanthomonas hortorum, 7 sources incl. NCBI
NCBITaxon:67260	2026-09-12	attested rule: Streptomyces cinereoruber, 7 sources incl. NCBI
NCBITaxon:67358	2026-09-12	attested rule: Streptomyces roseolus, 7 sources incl. NCBI
NCBITaxon:67361	2026-09-12	attested rule: Streptomyces roseoviridis, 7 sources incl. NCBI
NCBITaxon:67373	2026-09-12	attested rule: Streptomyces varsoviensis, 7 sources incl. NCBI
NCBITaxon:69969	2026-09-12	attested rule: Macrococcus carouselicus, 7 sources incl. NCBI
NCBITaxon:71388	2026-09-12	attested rule: Vibrio halioticoli, 7 sources incl. NCBI
NCBITaxon:75310	2026-09-12	attested rule: Rhodanobacter lindaniclasticus, 7 sources incl. NCBI
NCBITaxon:77298	2026-09-12	attested rule: Pseudomonas jessenii, 7 sources incl. NCBI
NCBITaxon:78344	2026-09-12	attested rule: Bifidobacterium pullorum subsp. gallinarum, 7 sources incl. NCBI
NCBITaxon:79967	2026-09-12	attested rule: Erwinia pyrifoliae, 7 sources incl. NCBI
NCBITaxon:81858	2026-09-12	attested rule: Mycolicibacterium elephantis, 7 sources incl. NCBI
NCBITaxon:83986	2026-09-12	attested rule: Methanoculleus bourgensis, 7 sources incl. NCBI
NCBITaxon:88139	2026-09-12	attested rule: Modestobacter multiseptatus, 7 sources incl. NCBI
NCBITaxon:88382	2026-09-12	attested rule: Promicromonospora sukumoe, 7 sources incl. NCBI
NCBITaxon:101564	2026-09-12	attested rule: Ectopseudomonas alcaliphila, 7 sources incl. NCBI
NCBITaxon:117567	2026-09-12	attested rule: Mycolicibacterium frederiksbergense, 7 sources incl. NCBI
NCBITaxon:128785	2026-09-12	attested rule: Pseudoxanthomonas mexicana, 7 sources incl. NCBI
NCBITaxon:141949	2026-09-12	attested rule: Thermomonas haemolytica, 7 sources incl. NCBI
NCBITaxon:153233	2026-09-12	attested rule: Oceanicaulis alexandrii, 7 sources incl. NCBI
NCBITaxon:153971	2026-09-12	attested rule: Mycobacterium palustre, 7 sources incl. NCBI
NCBITaxon:156457	2026-09-12	attested rule: Methanocalculus chunghsingensis, 7 sources incl. NCBI
NCBITaxon:163604	2026-09-12	attested rule: Nocardiopsis exhalans, 7 sources incl. NCBI
NCBITaxon:171674	2026-09-12	attested rule: Inquilinus limosus, 7 sources incl. NCBI
NCBITaxon:180332	2026-09-12	attested rule: Robinsoniella peoriensis, 7 sources incl. NCBI
NCBITaxon:198620	2026-09-12	attested rule: Pseudomonas koreensis, 7 sources incl. NCBI
NCBITaxon:238834	2026-09-12	attested rule: Clostridium estertheticum, 7 sources incl. NCBI
NCBITaxon:273677	2026-09-12	attested rule: Microbacterium oleivorans, 7 sources incl. NCBI
NCBITaxon:292806	2026-09-12	attested rule: Ureibacillus massiliensis, 7 sources incl. NCBI
NCBITaxon:300029	2026-09-12	attested rule: Nocardia elegans, 7 sources incl. NCBI
NCBITaxon:356828	2026-09-12	attested rule: Alloscardovia criceti, 7 sources incl. NCBI
NCBITaxon:392018	2026-09-12	attested rule: Methanobacterium alcaliphilum, 7 sources incl. NCBI
NCBITaxon:419257	2026-09-12	attested rule: Yersinia massiliensis, 7 sources incl. NCBI
NCBITaxon:499229	2026-09-12	attested rule: Tepidanaerobacter acetatoxydans, 7 sources incl. NCBI
NCBITaxon:671267	2026-09-12	attested rule: Phocaeicola sartorii, 7 sources incl. NCBI
NCBITaxon:1177728	2026-09-12	attested rule: Varibaculum anthropi, 7 sources incl. NCBI
NCBITaxon:1287738	2026-09-12	attested rule: Achromobacter dolens, 7 sources incl. NCBI
NCBITaxon:1414720	2026-09-12	attested rule: Clostridium saudiense, 7 sources incl. NCBI
NCBITaxon:1445614	2026-09-12	attested rule: Actinotignum sanguinis, 7 sources incl. NCBI
NCBITaxon:1465635	2026-09-12	attested rule: Pantoea coffeiphila, 7 sources incl. NCBI
NCBITaxon:1703256	2026-09-12	attested rule: Pseudoalteromonas gelatinilytica, 7 sources incl. NCBI
NCBITaxon:1962118	2026-09-12	attested rule: Mycobacteroides abscessus subsp. massiliense, 7 sources incl. NCBI
NCBITaxon:17	2026-09-12	attested rule: Methylophilus methylotrophus, 7 sources incl. NCBI
NCBITaxon:159	2026-09-12	attested rule: Brachyspira hyodysenteriae, 7 sources incl. NCBI
NCBITaxon:204	2026-09-12	attested rule: Campylobacter showae, 7 sources incl. NCBI
NCBITaxon:346	2026-09-12	attested rule: Xanthomonas citri, 7 sources incl. NCBI
NCBITaxon:399	2026-09-12	attested rule: Neorhizobium galegae, 7 sources incl. NCBI
NCBITaxon:484	2026-09-12	attested rule: Neisseria flavescens, 7 sources incl. NCBI
NCBITaxon:537	2026-09-12	attested rule: Iodobacter fluviatilis, 7 sources incl. NCBI
NCBITaxon:736	2026-09-12	attested rule: Haemophilus paraphrohaemolyticus, 7 sources incl. NCBI
NCBITaxon:850	2026-09-12	attested rule: Fusobacterium mortiferum, 7 sources incl. NCBI
NCBITaxon:899	2026-09-12	attested rule: Desulfomicrobium baculatum, 7 sources incl. NCBI
NCBITaxon:927	2026-09-12	attested rule: Halothiobacillus neapolitanus, 7 sources incl. NCBI
NCBITaxon:931	2026-09-12	attested rule: Thiobacillus thioparus, 7 sources incl. NCBI
NCBITaxon:1084	2026-09-12	attested rule: Pararhodospirillum photometricum, 7 sources incl. NCBI
NCBITaxon:1391	2026-09-12	attested rule: Aneurinibacillus aneurinilyticus, 7 sources incl. NCBI
NCBITaxon:1454	2026-09-12	attested rule: Schinkia azotoformans, 7 sources incl. NCBI
NCBITaxon:1495	2026-09-12	attested rule: Clostridium cylindrosporum, 7 sources incl. NCBI
NCBITaxon:1501	2026-09-12	attested rule: Clostridium pasteurianum, 7 sources incl. NCBI
NCBITaxon:1602	2026-09-12	attested rule: Companilactobacillus alimentarius, 7 sources incl. NCBI
NCBITaxon:1606	2026-09-12	attested rule: Ligilactobacillus aviarius, 7 sources incl. NCBI
NCBITaxon:1630	2026-09-12	attested rule: Kandleria vitulina, 7 sources incl. NCBI
NCBITaxon:1672	2026-09-12	attested rule: Arthrobacter ramosus, 7 sources incl. NCBI
NCBITaxon:1713	2026-09-12	attested rule: Oerskovia turbata, 7 sources incl. NCBI
NCBITaxon:1788	2026-09-12	attested rule: Mycolicibacter terrae, 7 sources incl. NCBI
NCBITaxon:1807	2026-09-12	attested rule: Mycolicibacterium obuense, 7 sources incl. NCBI
NCBITaxon:1816	2026-09-12	attested rule: Actinokineospora fastidiosa, 7 sources incl. NCBI
NCBITaxon:1818	2026-09-12	attested rule: Nocardia globerula, 7 sources incl. NCBI
NCBITaxon:1905	2026-09-12	attested rule: Streptomyces exfoliatus, 7 sources incl. NCBI
NCBITaxon:1915	2026-09-12	attested rule: Streptomyces lincolnensis, 7 sources incl. NCBI
NCBITaxon:1941	2026-09-12	attested rule: Streptomyces badius, 7 sources incl. NCBI
NCBITaxon:2006	2026-09-12	attested rule: Thermobispora bispora, 7 sources incl. NCBI
NCBITaxon:2203	2026-09-12	attested rule: Methanospirillum hungatei, 7 sources incl. NCBI
NCBITaxon:2371	2026-09-12	attested rule: Xylella fastidiosa, 7 sources incl. NCBI
NCBITaxon:28122	2026-09-12	attested rule: Fibrobacter intestinalis, 7 sources incl. NCBI
NCBITaxon:28903	2026-09-12	attested rule: Mycoplasmopsis bovis, 7 sources incl. NCBI
NCBITaxon:29301	2026-09-12	attested rule: Streptomyces arenae, 7 sources incl. NCBI
NCBITaxon:29573	2026-09-12	attested rule: Halomonas halophila, 7 sources incl. NCBI
NCBITaxon:35816	2026-09-12	attested rule: Pelobacter acidigallici, 7 sources incl. NCBI
NCBITaxon:39441	2026-09-12	attested rule: Methanobrevibacter arboriphilus, 7 sources incl. NCBI
NCBITaxon:39645	2026-09-12	attested rule: Mesorhizobium ciceri, 7 sources incl. NCBI
NCBITaxon:43662	2026-09-12	attested rule: Pseudoalteromonas piscicida, 7 sources incl. NCBI
NCBITaxon:44061	2026-09-12	attested rule: Streptomyces thermodiastaticus, 7 sources incl. NCBI
NCBITaxon:44454	2026-09-12	attested rule: Mycobacterium avium subsp. avium, 7 sources incl. NCBI
NCBITaxon:46162	2026-09-12	attested rule: Actinocorallia libanotica, 7 sources incl. NCBI
NCBITaxon:53407	2026-09-12	attested rule: Pseudomonas asplenii, 7 sources incl. NCBI
NCBITaxon:55507	2026-09-12	attested rule: Schwartzia succinivorans, 7 sources incl. NCBI
NCBITaxon:58351	2026-09-12	attested rule: Kitasatospora kifunensis, 7 sources incl. NCBI
NCBITaxon:60442	2026-09-12	attested rule: Moraxella equi, 7 sources incl. NCBI
NCBITaxon:66229	2026-09-12	attested rule: Komagataeibacter intermedius, 7 sources incl. NCBI
NCBITaxon:66429	2026-09-12	attested rule: Streptomyces roseoverticillatus, 7 sources incl. NCBI
NCBITaxon:67293	2026-09-12	attested rule: Streptomyces echinatus, 7 sources incl. NCBI
NCBITaxon:67296	2026-09-12	attested rule: Streptomyces finlayi, 7 sources incl. NCBI
NCBITaxon:67307	2026-09-12	attested rule: Kitasatospora indigofera, 7 sources incl. NCBI
NCBITaxon:67315	2026-09-12	attested rule: Streptomyces lavenduligriseus, 7 sources incl. NCBI
NCBITaxon:67332	2026-09-12	attested rule: Streptomyces mutabilis, 7 sources incl. NCBI
NCBITaxon:67363	2026-09-12	attested rule: Streptomyces sindenensis, 7 sources incl. NCBI
NCBITaxon:67368	2026-09-12	attested rule: Streptomyces termitum, 7 sources incl. NCBI
NCBITaxon:67369	2026-09-12	attested rule: Streptomyces toxytricini, 7 sources incl. NCBI
NCBITaxon:67381	2026-09-12	attested rule: Streptomyces violascens, 7 sources incl. NCBI
NCBITaxon:67385	2026-09-12	attested rule: Streptomyces xanthophaeus, 7 sources incl. NCBI
NCBITaxon:68223	2026-09-12	attested rule: Streptomyces katrae, 7 sources incl. NCBI
NCBITaxon:68259	2026-09-12	attested rule: Streptomyces purpurogeneiscleroticus, 7 sources incl. NCBI
NCBITaxon:70348	2026-09-12	attested rule: Acinetobacter dispersus, 7 sources incl. NCBI
NCBITaxon:71433	2026-09-12	attested rule: Mesorhizobium amorphae, 7 sources incl. NCBI
NCBITaxon:72758	2026-09-12	attested rule: Staphylococcus capitis subsp. capitis, 7 sources incl. NCBI
NCBITaxon:76747	2026-09-12	attested rule: Sinorhizobium kostiense, 7 sources incl. NCBI
NCBITaxon:78345	2026-09-12	attested rule: Bifidobacterium merycicum, 7 sources incl. NCBI
NCBITaxon:80868	2026-09-12	attested rule: Paracidovorax cattleyae, 7 sources incl. NCBI
NCBITaxon:81476	2026-09-12	attested rule: Pluralibacter pyrinus, 7 sources incl. NCBI
NCBITaxon:82990	2026-09-12	attested rule: Buttiauxella gaviniae, 7 sources incl. NCBI
NCBITaxon:82991	2026-09-12	attested rule: Buttiauxella izardii, 7 sources incl. NCBI
NCBITaxon:83262	2026-09-12	attested rule: Mycobacteroides immunogenum, 7 sources incl. NCBI
NCBITaxon:84757	2026-09-12	attested rule: Beutenbergia cavernae, 7 sources incl. NCBI
NCBITaxon:86668	2026-09-12	attested rule: Neobacillus niacini, 7 sources incl. NCBI
NCBITaxon:86958	2026-09-12	attested rule: Propionispira paucivorans, 7 sources incl. NCBI
NCBITaxon:99907	2026-09-12	attested rule: Alkalibacterium olivapovliticus, 7 sources incl. NCBI
NCBITaxon:100468	2026-09-12	attested rule: Schleiferilactobacillus perolens, 7 sources incl. NCBI
NCBITaxon:113565	2026-09-12	attested rule: Paractinoplanes globisporus, 7 sources incl. NCBI
NCBITaxon:114699	2026-09-12	attested rule: Streptomyces asiaticus, 7 sources incl. NCBI
NCBITaxon:116188	2026-09-12	attested rule: Streptomyces coeruleorubidus, 7 sources incl. NCBI
NCBITaxon:134964	2026-09-12	attested rule: Nocardia africana, 7 sources incl. NCBI
NCBITaxon:152332	2026-09-12	attested rule: Lentilactobacillus parakefiri, 7 sources incl. NCBI
NCBITaxon:156981	2026-09-12	attested rule: Cellulomonas hominis, 7 sources incl. NCBI
NCBITaxon:161358	2026-09-12	attested rule: Microtetraspora malaysiensis, 7 sources incl. NCBI
NCBITaxon:172827	2026-09-12	attested rule: Meiothermus taiwanensis, 7 sources incl. NCBI
NCBITaxon:173675	2026-09-12	attested rule: Sphingopyxis witflariensis, 7 sources incl. NCBI
NCBITaxon:198618	2026-09-12	attested rule: Pseudomonas umsongensis, 7 sources incl. NCBI
NCBITaxon:202950	2026-09-12	attested rule: Acinetobacter baylyi, 7 sources incl. NCBI
NCBITaxon:208223	2026-09-12	attested rule: Kosakonia cowanii, 7 sources incl. NCBI
NCBITaxon:215803	2026-09-12	attested rule: Enhygromyxa salina, 7 sources incl. NCBI
NCBITaxon:221404	2026-09-12	attested rule: Actinobacillus anseriformium, 7 sources incl. NCBI
NCBITaxon:221822	2026-09-12	attested rule: Phaeobacter inhibens, 7 sources incl. NCBI
NCBITaxon:227943	2026-09-12	attested rule: Limosilactobacillus antri, 7 sources incl. NCBI
NCBITaxon:231455	2026-09-12	attested rule: Dyella japonica, 7 sources incl. NCBI
NCBITaxon:243061	2026-09-12	attested rule: Mycobacterium sherrisii, 7 sources incl. NCBI
NCBITaxon:258533	2026-09-12	attested rule: Mycolicibacterium cosmeticum, 7 sources incl. NCBI
NCBITaxon:268735	2026-09-12	attested rule: Halonotius pteroides, 7 sources incl. NCBI
NCBITaxon:280145	2026-09-12	attested rule: Acinetobacter colistiniresistens, 7 sources incl. NCBI
NCBITaxon:288426	2026-09-12	attested rule: Paracoccus marinus, 7 sources incl. NCBI
NCBITaxon:318456	2026-09-12	attested rule: Photobacterium kishitanii, 7 sources incl. NCBI
NCBITaxon:329854	2026-09-12	attested rule: Bacteroides intestinalis, 7 sources incl. NCBI
NCBITaxon:338188	2026-09-12	attested rule: Bacteroides finegoldii, 7 sources incl. NCBI
NCBITaxon:340145	2026-09-12	attested rule: Exiguobacterium artemiae, 7 sources incl. NCBI
NCBITaxon:361581	2026-09-12	attested rule: Tenacibaculum discolor, 7 sources incl. NCBI
NCBITaxon:385492	2026-09-12	attested rule: Pseudophaeobacter arcticus, 7 sources incl. NCBI
NCBITaxon:421530	2026-09-12	attested rule: Epilithonimonas bovis, 7 sources incl. NCBI
NCBITaxon:436515	2026-09-12	attested rule: Variovorax boronicumulans, 7 sources incl. NCBI
NCBITaxon:445220	2026-09-12	attested rule: Reyranella massiliensis, 7 sources incl. NCBI
NCBITaxon:471575	2026-09-12	attested rule: Photorhabdus cinerea, 7 sources incl. NCBI
NCBITaxon:489912	2026-09-12	attested rule: Halarchaeum salinum, 7 sources incl. NCBI
NCBITaxon:518642	2026-09-12	attested rule: Streptomyces nanshensis, 7 sources incl. NCBI
NCBITaxon:526588	2026-09-12	attested rule: Vibrio ostreicida, 7 sources incl. NCBI
NCBITaxon:634126	2026-09-12	attested rule: Paenibacillus xylanisolvens, 7 sources incl. NCBI
NCBITaxon:640331	2026-09-12	attested rule: Fructilactobacillus florum, 7 sources incl. NCBI
NCBITaxon:658457	2026-09-12	attested rule: Ectopseudomonas composti, 7 sources incl. NCBI
NCBITaxon:1126236	2026-09-12	attested rule: Halobellus inordinatus, 7 sources incl. NCBI
NCBITaxon:1137988	2026-09-12	attested rule: Geodermatophilus tzadiensis, 7 sources incl. NCBI
NCBITaxon:1159213	2026-09-12	attested rule: Peptostreptococcus canis, 7 sources incl. NCBI
NCBITaxon:1166078	2026-09-12	attested rule: Aureimonas phyllosphaerae, 7 sources incl. NCBI
NCBITaxon:1172565	2026-09-12	attested rule: Lonsdalea populi, 7 sources incl. NCBI
NCBITaxon:1197717	2026-09-12	attested rule: Cloacibacillus porcorum, 7 sources incl. NCBI
NCBITaxon:1296375	2026-09-12	attested rule: Micromonospora schwarzwaldensis, 7 sources incl. NCBI
NCBITaxon:1347788	2026-09-12	attested rule: Geomicrobium sediminis, 7 sources incl. NCBI
NCBITaxon:1416776	2026-09-12	attested rule: Chryseobacterium geocarposphaerae, 7 sources incl. NCBI
NCBITaxon:1441723	2026-09-12	attested rule: Chryseomicrobium aureum, 7 sources incl. NCBI
NCBITaxon:1443941	2026-09-12	attested rule: Acinetobacter gandensis, 7 sources incl. NCBI
NCBITaxon:1461579	2026-09-12	attested rule: Haemophilus massiliensis, 7 sources incl. NCBI
NCBITaxon:1469144	2026-09-12	attested rule: Carbonactinospora thermoautotrophica, 7 sources incl. NCBI
NCBITaxon:1472416	2026-09-12	attested rule: Butyricimonas faecihominis, 7 sources incl. NCBI
NCBITaxon:1524924	2026-09-12	attested rule: Pseudactinotalea suaedae, 7 sources incl. NCBI
NCBITaxon:1607837	2026-09-12	attested rule: Leuconostoc gelidum subsp. aenigmaticum, 7 sources incl. NCBI
NCBITaxon:1615674	2026-09-12	attested rule: Pseudomonas lactis, 7 sources incl. NCBI
NCBITaxon:1628248	2026-09-12	attested rule: Empedobacter stercoris, 7 sources incl. NCBI
NCBITaxon:1796610	2026-09-12	attested rule: Adlercreutzia muris, 7 sources incl. NCBI
NCBITaxon:1796644	2026-09-12	attested rule: Rodentibacter caecimuris, 7 sources incl. NCBI
NCBITaxon:1796646	2026-09-12	attested rule: Muribaculum intestinale, 7 sources incl. NCBI
NCBITaxon:1844006	2026-09-12	attested rule: Phaeobacter porticola, 7 sources incl. NCBI
NCBITaxon:1857024	2026-09-12	attested rule: Brevibacterium sediminis, 7 sources incl. NCBI
NCBITaxon:1962263	2026-09-12	attested rule: Clostridium tepidum, 7 sources incl. NCBI
NCBITaxon:2107999	2026-09-12	attested rule: Lactobacillus paragasseri, 7 sources incl. NCBI
NCBITaxon:52	2026-09-12	attested rule: Chondromyces crocatus, 7 sources incl. NCBI
NCBITaxon:86	2026-09-12	attested rule: Hyphomonas jannaschiana, 7 sources incl. NCBI
NCBITaxon:108	2026-09-12	attested rule: Spirosoma linguale, 7 sources incl. NCBI
NCBITaxon:122	2026-09-12	attested rule: Gimesia maris, 7 sources incl. NCBI
