taxon_id	organism_count
NCBITaxon:1560201	2
NCBITaxon:1560234	1
NCBITaxon:1560235	1
NCBITaxon:1560324	3
NCBITaxon:1560345	1
NCBITaxon:1560354	1
NCBITaxon:1560355	1
NCBITaxon:1560356	1
NCBITaxon:1560357	1
NCBITaxon:1560358	1
NCBITaxon:1561	33
NCBITaxon:1561003	2
NCBITaxon:1561004	6
NCBITaxon:1561005	2
NCBITaxon:156173	1
NCBITaxon:156174	1
NCBITaxon:1561923	3
NCBITaxon:1561924	2
NCBITaxon:1561947	1
NCBITaxon:1561948	1
NCBITaxon:1561963	2
NCBITaxon:1562	4
NCBITaxon:156202	2
NCBITaxon:1562029	1
NCBITaxon:156203	2
NCBITaxon:1562030	1
NCBITaxon:1562040	1
NCBITaxon:1562045	1
NCBITaxon:1562047	1
NCBITaxon:156205	4
NCBITaxon:1562052	1
NCBITaxon:1562057	1
NCBITaxon:1562060	1
NCBITaxon:1562106	5
NCBITaxon:1562110	1
NCBITaxon:1562124	1
NCBITaxon:1562132	1
NCBITaxon:1562256	1
NCBITaxon:156230	4
NCBITaxon:1562308	1
NCBITaxon:1562389	2
NCBITaxon:1562565	2
NCBITaxon:1562566	1
NCBITaxon:1562571	4
NCBITaxon:1562577	1
NCBITaxon:1562603	1
NCBITaxon:1562651	1
NCBITaxon:1562698	3
NCBITaxon:1562887	3
NCBITaxon:1562958	1
NCBITaxon:1562970	4
NCBITaxon:1563	18
NCBITaxon:1563115	1
NCBITaxon:1563116	1
NCBITaxon:1563157	1
NCBITaxon:1563158	2
NCBITaxon:1563222	6
NCBITaxon:1563479	1
NCBITaxon:1563637	1
NCBITaxon:1563671	4
NCBITaxon:1563681	3
NCBITaxon:1563703	5
NCBITaxon:1564	6
NCBITaxon:156405	5
NCBITaxon:1564138	1
NCBITaxon:1564158	5
NCBITaxon:1564159	3
NCBITaxon:1564160	4
NCBITaxon:1564161	3
NCBITaxon:1564162	3
NCBITaxon:1564163	3
NCBITaxon:1564164	3
NCBITaxon:1564165	1
NCBITaxon:156424	2
NCBITaxon:156425	1
NCBITaxon:156432	1
NCBITaxon:1564487	5
NCBITaxon:1564515	1
NCBITaxon:1564516	1
NCBITaxon:156453	6
NCBITaxon:156456	1
NCBITaxon:156457	4
NCBITaxon:1564929	1
NCBITaxon:1564956	3
NCBITaxon:1565	42
NCBITaxon:1565034	2
NCBITaxon:1565035	1
NCBITaxon:1565040	1
NCBITaxon:156514	6
NCBITaxon:156515	4
NCBITaxon:1565415	1
NCBITaxon:1565506	2
NCBITaxon:1565532	1
NCBITaxon:1565536	1
NCBITaxon:1565605	3
NCBITaxon:156578	1
NCBITaxon:156588	29
NCBITaxon:156595	1
NCBITaxon:1565989	1
NCBITaxon:1565991	1
NCBITaxon:1566	2
NCBITaxon:1566026	1
NCBITaxon:156609	1
NCBITaxon:1566287	1
NCBITaxon:156630	3
NCBITaxon:1566300	1
NCBITaxon:1566352	3
NCBITaxon:1566354	1
NCBITaxon:1566357	1
NCBITaxon:1566358	1
NCBITaxon:1566387	1
NCBITaxon:156648	1
NCBITaxon:1566825	2
NCBITaxon:1566827	5
NCBITaxon:1566885	1
NCBITaxon:1566886	1
NCBITaxon:1567	1
NCBITaxon:1567106	1
NCBITaxon:1567107	4
NCBITaxon:1567108	2
NCBITaxon:1567159	1
NCBITaxon:1567481	1
NCBITaxon:1567482	1
NCBITaxon:1567496	1
NCBITaxon:1567501	1
NCBITaxon:1567502	1
NCBITaxon:1567543	1
NCBITaxon:1567552	2
NCBITaxon:1567553	1
NCBITaxon:1568	1
NCBITaxon:156892	4
NCBITaxon:1569	12
NCBITaxon:1569044	1
NCBITaxon:1569211	1
NCBITaxon:1569283	1
NCBITaxon:1569628	1
NCBITaxon:156973	3
NCBITaxon:156974	5
NCBITaxon:156976	9
NCBITaxon:156977	8
NCBITaxon:156978	8
NCBITaxon:156979	9
NCBITaxon:1569794	1
NCBITaxon:156980	8
NCBITaxon:156981	9
NCBITaxon:156994	6
NCBITaxon:157	109
NCBITaxon:1570	83
NCBITaxon:1570009	1
NCBITaxon:1570010	1
NCBITaxon:1570012	1
NCBITaxon:1570013	1
NCBITaxon:1570014	1
NCBITaxon:1570015	2
NCBITaxon:1570016	1
NCBITaxon:157072	2
NCBITaxon:157076	5
NCBITaxon:1571	90
NCBITaxon:1571184	4
NCBITaxon:1571185	1
NCBITaxon:1571207	1
NCBITaxon:1571209	2
NCBITaxon:1571224	4
NCBITaxon:1571499	1
NCBITaxon:1571500	2
NCBITaxon:1571501	1
NCBITaxon:1571503	1
NCBITaxon:1571504	1
NCBITaxon:1571506	1
NCBITaxon:1571655	2
NCBITaxon:1571656	1
NCBITaxon:157176	2
NCBITaxon:1571816	1
NCBITaxon:157183	2
NCBITaxon:1571833	1
NCBITaxon:157225	4
NCBITaxon:157227	7
NCBITaxon:157228	2
NCBITaxon:1572581	3
NCBITaxon:1572644	4
NCBITaxon:1572645	3
NCBITaxon:1572657	1
NCBITaxon:1572659	1
NCBITaxon:1572660	2
NCBITaxon:1572661	4
NCBITaxon:157268	6
NCBITaxon:1572751	3
NCBITaxon:157276	4
NCBITaxon:1572761	3
NCBITaxon:1572762	3
NCBITaxon:157278	1
NCBITaxon:1572858	3
NCBITaxon:1572859	4
NCBITaxon:157291	1
NCBITaxon:157292	1
NCBITaxon:1573	2
NCBITaxon:1573172	3
NCBITaxon:1573173	2
NCBITaxon:1573273	1
NCBITaxon:157339	6
NCBITaxon:1573535	94
NCBITaxon:1573536	2
NCBITaxon:1573805	1
NCBITaxon:1573940	1
NCBITaxon:1573941	5
NCBITaxon:1574161	7
NCBITaxon:1574308	2
NCBITaxon:1574624	5
NCBITaxon:157463	5
NCBITaxon:157465	3
NCBITaxon:157467	1
NCBITaxon:1575	48
NCBITaxon:157538	1
NCBITaxon:157592	5
NCBITaxon:157611	1
NCBITaxon:1576369	2
NCBITaxon:1576542	1
NCBITaxon:1576550	1
NCBITaxon:1576610	3
NCBITaxon:157687	9
NCBITaxon:1576874	1
NCBITaxon:157688	4
NCBITaxon:157691	5
NCBITaxon:1576911	3
NCBITaxon:1576914	1
NCBITaxon:157692	5
NCBITaxon:1577442	5
NCBITaxon:1577474	3
NCBITaxon:1577684	1
NCBITaxon:1577686	4
NCBITaxon:1577687	5
NCBITaxon:1577690	1
NCBITaxon:1577725	5
NCBITaxon:1577727	1
NCBITaxon:1577780	2
NCBITaxon:1577788	19
NCBITaxon:157779	5
NCBITaxon:1577790	1
NCBITaxon:1577791	2
NCBITaxon:1577792	1
NCBITaxon:157782	23
NCBITaxon:157783	7
NCBITaxon:157784	2
NCBITaxon:1577887	3
NCBITaxon:157792	5
NCBITaxon:1578	72
NCBITaxon:1578017	1
NCBITaxon:1578165	4
NCBITaxon:1578173	1
NCBITaxon:1578198	3
NCBITaxon:1578200	1
NCBITaxon:157838	6
NCBITaxon:157839	6
NCBITaxon:157842	2
NCBITaxon:1578720	9
NCBITaxon:1578925	2
NCBITaxon:1579	412
NCBITaxon:157910	6
NCBITaxon:157920	1
NCBITaxon:1579316	1
NCBITaxon:1579333	5
NCBITaxon:1579424	5
NCBITaxon:1579548	1
NCBITaxon:1579549	1
NCBITaxon:1579977	1
NCBITaxon:1579979	4
NCBITaxon:158	29
NCBITaxon:1580	622
NCBITaxon:1580092	1
NCBITaxon:158046	1
NCBITaxon:1580589	1
NCBITaxon:1580590	1
NCBITaxon:1580596	10
NCBITaxon:158060	1
NCBITaxon:1580831	6
NCBITaxon:1580837	1
NCBITaxon:1580842	1
NCBITaxon:1580848	1
NCBITaxon:1580850	1
NCBITaxon:1580854	1
NCBITaxon:1580858	1
NCBITaxon:1580861	2
NCBITaxon:1580864	1
NCBITaxon:1580867	1
NCBITaxon:1580871	1
NCBITaxon:1581	179
NCBITaxon:1581038	2
NCBITaxon:1581172	1
NCBITaxon:1581193	1
NCBITaxon:1581411	4
NCBITaxon:1581420	1
NCBITaxon:1581472	4
NCBITaxon:1581557	9
NCBITaxon:1581680	1
NCBITaxon:1581705	1
NCBITaxon:1581850	1
NCBITaxon:158189	2
NCBITaxon:158190	1
NCBITaxon:158192	2
NCBITaxon:1582	380
NCBITaxon:1582259	4
NCBITaxon:1582270	1
NCBITaxon:1582322	1
NCBITaxon:1582323	1
NCBITaxon:1582327	1
NCBITaxon:1582338	5
NCBITaxon:1582341	1
NCBITaxon:1582345	1
NCBITaxon:1582346	1
NCBITaxon:1582356	1
NCBITaxon:1582364	1
NCBITaxon:1582439	1
NCBITaxon:1582493	1
NCBITaxon:1582974	1
NCBITaxon:1583	200
NCBITaxon:1583029	5
NCBITaxon:1583035	4
NCBITaxon:1583098	2
NCBITaxon:158327	1
NCBITaxon:1583331	1
NCBITaxon:1583341	4
NCBITaxon:158379	1
NCBITaxon:1584	829
NCBITaxon:158481	1
NCBITaxon:158484	45
NCBITaxon:1585	51
NCBITaxon:158500	6
NCBITaxon:1585241	4
NCBITaxon:1585697	1
NCBITaxon:1585791	1
NCBITaxon:1585794	1
NCBITaxon:1585795	1
NCBITaxon:1585974	2
NCBITaxon:1585976	3
NCBITaxon:1585982	1
NCBITaxon:158605	6
NCBITaxon:158606	4
NCBITaxon:158607	1
NCBITaxon:1586232	1
NCBITaxon:1586233	1
NCBITaxon:1586242	1
NCBITaxon:1586249	1
NCBITaxon:1586267	2
NCBITaxon:158627	10
NCBITaxon:1586287	4
NCBITaxon:1586779	2
NCBITaxon:1587	349
NCBITaxon:1587527	3
NCBITaxon:1587531	11
NCBITaxon:158754	1
NCBITaxon:158786	1
NCBITaxon:158787	16
NCBITaxon:1588	52
NCBITaxon:1588043	1
NCBITaxon:1588045	1
NCBITaxon:158822	14
NCBITaxon:158823	38
NCBITaxon:158836	839
NCBITaxon:158841	33
NCBITaxon:158847	15
NCBITaxon:158849	61
NCBITaxon:158850	58
NCBITaxon:158852	12
NCBITaxon:1588641	4
NCBITaxon:1588644	3
NCBITaxon:1588748	2
NCBITaxon:1588751	1
NCBITaxon:158877	46
NCBITaxon:158878	1
NCBITaxon:158879	1
NCBITaxon:158890	4
NCBITaxon:158891	3
NCBITaxon:158892	2
NCBITaxon:158897	6
NCBITaxon:158898	5
NCBITaxon:158899	19
NCBITaxon:1589	103
NCBITaxon:1589763	1
NCBITaxon:1589764	1
NCBITaxon:1589794	1
NCBITaxon:159	35
NCBITaxon:1590	1463
NCBITaxon:1590614	1
NCBITaxon:1590643	1
NCBITaxon:1590651	1
NCBITaxon:1590652	3
NCBITaxon:159075	1
NCBITaxon:1591	21
NCBITaxon:1591085	2
NCBITaxon:1591087	4
NCBITaxon:1591088	4
NCBITaxon:1591116	1
NCBITaxon:1591122	1
NCBITaxon:1591132	1
NCBITaxon:1591134	1
NCBITaxon:1591170	1
NCBITaxon:1591174	1
NCBITaxon:1591201	1
NCBITaxon:1591408	1
NCBITaxon:1591409	6
NCBITaxon:1592105	3
NCBITaxon:1592106	4
NCBITaxon:1592317	3
NCBITaxon:1592324	3
NCBITaxon:159254	1
NCBITaxon:1592631	1
NCBITaxon:159267	1
NCBITaxon:159272	104
NCBITaxon:159275	14
NCBITaxon:1592790	2
NCBITaxon:1592897	1
NCBITaxon:159290	3
NCBITaxon:159291	3
NCBITaxon:159292	4
NCBITaxon:1593234	4
NCBITaxon:1593264	1
NCBITaxon:1593364	8
NCBITaxon:159343	1
NCBITaxon:159346	2
NCBITaxon:159447	2
NCBITaxon:159449	5
NCBITaxon:159450	7
NCBITaxon:1594731	1
NCBITaxon:159478	3
NCBITaxon:1596	384
NCBITaxon:159612	3
NCBITaxon:1597	706
NCBITaxon:159723	3
NCBITaxon:159728	3
NCBITaxon:159731	2
NCBITaxon:159733	388
NCBITaxon:159743	14
NCBITaxon:159749	1
NCBITaxon:1597781	1
NCBITaxon:1597969	4
NCBITaxon:1597977	3
NCBITaxon:1598	445
NCBITaxon:1598147	2
NCBITaxon:159836	1
NCBITaxon:159896	18
NCBITaxon:1599	212
NCBITaxon:16	2
NCBITaxon:160	4
NCBITaxon:1600	34
NCBITaxon:160030	2
NCBITaxon:160035	1
NCBITaxon:160053	2
NCBITaxon:1601	58
NCBITaxon:1601833	1
NCBITaxon:1602	22
NCBITaxon:1602169	5
NCBITaxon:160233	2
NCBITaxon:160265	1
NCBITaxon:160281	2
NCBITaxon:160289	1
NCBITaxon:160290	1
NCBITaxon:160291	1
NCBITaxon:1602942	1
NCBITaxon:1602943	1
NCBITaxon:160296	1
NCBITaxon:160298	1
NCBITaxon:1603	31
NCBITaxon:160300	1
NCBITaxon:160302	1
NCBITaxon:160303	1
NCBITaxon:1603057	1
NCBITaxon:160306	1
NCBITaxon:1603062	1
NCBITaxon:160309	1
NCBITaxon:160324	2
NCBITaxon:1603258	3
NCBITaxon:1603295	1
NCBITaxon:1603353	2
NCBITaxon:1603555	2
NCBITaxon:1603606	1
NCBITaxon:160386	22
NCBITaxon:1603869	3
NCBITaxon:1603870	4
NCBITaxon:1603871	3
NCBITaxon:1603886	4
NCBITaxon:1603888	1
NCBITaxon:160396	3
NCBITaxon:1603990	1
NCBITaxon:1604	105
NCBITaxon:1604004	2
NCBITaxon:160404	9
NCBITaxon:1604330	1
NCBITaxon:1604332	1
NCBITaxon:1604334	1
NCBITaxon:160434	5
NCBITaxon:1604349	4
NCBITaxon:1604354	1
NCBITaxon:160453	20
NCBITaxon:160454	4
NCBITaxon:1604594	1
NCBITaxon:1604595	1
NCBITaxon:1604721	3
NCBITaxon:1604774	5
NCBITaxon:160487	3
NCBITaxon:160488	5
NCBITaxon:1604897	1
NCBITaxon:160490	1
NCBITaxon:1604901	1
NCBITaxon:1604902	1
NCBITaxon:160491	1
NCBITaxon:1605	44
NCBITaxon:160517	1
NCBITaxon:1605283	1
NCBITaxon:1605367	1
NCBITaxon:1605838	2
NCBITaxon:1605891	2
NCBITaxon:1605892	3
NCBITaxon:1605990	4
NCBITaxon:1605993	3
NCBITaxon:1606	48
NCBITaxon:160604	1
NCBITaxon:160619	2
NCBITaxon:160621	1
NCBITaxon:160660	5
NCBITaxon:160661	2
NCBITaxon:1606626	1
NCBITaxon:1606711	1
NCBITaxon:1606717	1
NCBITaxon:160687	1
NCBITaxon:160689	6
NCBITaxon:160699	14
NCBITaxon:1607	16
NCBITaxon:1607685	1
NCBITaxon:1607738	10
NCBITaxon:1607789	1
NCBITaxon:1607807	2
NCBITaxon:1607817	1
NCBITaxon:1607837	1
NCBITaxon:1607839	2
NCBITaxon:160791	4
NCBITaxon:160792	2
NCBITaxon:1607949	1
NCBITaxon:1607951	1
NCBITaxon:160799	5
NCBITaxon:160800	1
NCBITaxon:160804	2
NCBITaxon:160808	6
NCBITaxon:160825	7
NCBITaxon:160826	7
NCBITaxon:1608400	3
NCBITaxon:1608404	2
NCBITaxon:1608407	3
NCBITaxon:1608422	1
NCBITaxon:160846	2
NCBITaxon:1608465	1
NCBITaxon:1608523	2
NCBITaxon:160858	1
NCBITaxon:1608583	1
NCBITaxon:1608584	1
NCBITaxon:1608613	3
NCBITaxon:1608614	3
NCBITaxon:1608628	2
NCBITaxon:160864	1
NCBITaxon:1608644	1
NCBITaxon:1608710	3
NCBITaxon:160875	1
NCBITaxon:1608942	1
NCBITaxon:1608957	1
NCBITaxon:1608994	9
NCBITaxon:1608996	14
NCBITaxon:1609243	1
NCBITaxon:1609272	5
NCBITaxon:1609288	1
NCBITaxon:1609531	6
NCBITaxon:160954	1
NCBITaxon:1609545	1
NCBITaxon:1609559	2
NCBITaxon:1609947	1
NCBITaxon:1609969	1
NCBITaxon:1609970	1
NCBITaxon:1609977	1
NCBITaxon:161	57
NCBITaxon:1610	40
NCBITaxon:1610489	1
NCBITaxon:1610490	3
NCBITaxon:1610491	1
NCBITaxon:1610492	1
NCBITaxon:1610493	2
NCBITaxon:1610527	1
NCBITaxon:1610689	1
NCBITaxon:1610748	4
NCBITaxon:1610840	1
NCBITaxon:1610899	4
NCBITaxon:1611323	1
NCBITaxon:1611422	3
NCBITaxon:1611433	1
NCBITaxon:161153	4
NCBITaxon:161154	2
NCBITaxon:161156	2
NCBITaxon:1611770	1
NCBITaxon:1611836	2
NCBITaxon:1612	26
NCBITaxon:1612149	5
NCBITaxon:1612150	5
NCBITaxon:1612172	3
NCBITaxon:1612173	2
NCBITaxon:1612202	1
NCBITaxon:1612203	2
NCBITaxon:1612308	4
NCBITaxon:1612424	1
NCBITaxon:1612426	1
NCBITaxon:1612435	4
NCBITaxon:1612611	3
NCBITaxon:1612624	1
NCBITaxon:1613	472
NCBITaxon:161354	6
NCBITaxon:161355	6
NCBITaxon:161357	2
NCBITaxon:161358	5
NCBITaxon:161360	9
NCBITaxon:161361	3
NCBITaxon:161398	3
NCBITaxon:1614	62
NCBITaxon:1614635	1
NCBITaxon:1614636	1
NCBITaxon:1614693	5
NCBITaxon:1614694	1
NCBITaxon:161482	4
NCBITaxon:161484	1
NCBITaxon:161492	3
NCBITaxon:161493	1
NCBITaxon:1615	2
NCBITaxon:161536	3
NCBITaxon:1615494	1
NCBITaxon:1615586	3
NCBITaxon:1615590	1
NCBITaxon:1615673	5
NCBITaxon:1615674	10
NCBITaxon:1615681	3
NCBITaxon:1615952	1
NCBITaxon:1616	4
NCBITaxon:1616106	3
NCBITaxon:1616107	3
NCBITaxon:1616110	4
NCBITaxon:1616117	4
NCBITaxon:1616125	3
NCBITaxon:1616224	1
NCBITaxon:161662	2
NCBITaxon:1616783	1
NCBITaxon:1616787	1
NCBITaxon:1616788	3
NCBITaxon:1616834	2
NCBITaxon:1617086	3
NCBITaxon:1617087	3
NCBITaxon:1617101	1
NCBITaxon:1617282	6
NCBITaxon:1617283	5
NCBITaxon:1617396	8
NCBITaxon:1617415	2
NCBITaxon:1617721	1
NCBITaxon:1617805	1
NCBITaxon:1617889	2
NCBITaxon:1617964	3
NCBITaxon:1617979	4
NCBITaxon:1618	38
NCBITaxon:1618023	1
NCBITaxon:1618059	1
NCBITaxon:161806	1
NCBITaxon:1618113	1
NCBITaxon:1618167	1
NCBITaxon:1618205	1
NCBITaxon:1618207	1
NCBITaxon:1618330	5
NCBITaxon:1618351	1
NCBITaxon:1618352	1
NCBITaxon:1618353	1
NCBITaxon:1618354	1
NCBITaxon:1618355	2
NCBITaxon:1618356	1
NCBITaxon:1618357	1
NCBITaxon:1618358	1
NCBITaxon:1618359	1
NCBITaxon:1618360	1
NCBITaxon:1618361	2
NCBITaxon:1618362	1
NCBITaxon:1618363	1
NCBITaxon:1618364	1
NCBITaxon:1618365	1
NCBITaxon:1618366	1
NCBITaxon:1618367	1
NCBITaxon:1618368	1
NCBITaxon:1618369	1
NCBITaxon:1618370	1
NCBITaxon:1618371	1
NCBITaxon:1618373	1
NCBITaxon:1618374	1
NCBITaxon:1618375	1
NCBITaxon:1618376	1
NCBITaxon:1618377	1
NCBITaxon:1618378	1
NCBITaxon:1618379	1
NCBITaxon:1618380	1
NCBITaxon:1618381	1
NCBITaxon:1618382	1
NCBITaxon:1618383	1
NCBITaxon:1618384	1
NCBITaxon:1618385	1
NCBITaxon:1618386	1
NCBITaxon:1618387	1
NCBITaxon:1618388	1
NCBITaxon:1618389	1
NCBITaxon:1618390	1
NCBITaxon:1618391	1
NCBITaxon:1618392	1
NCBITaxon:1618393	1
NCBITaxon:1618394	1
NCBITaxon:1618395	1
NCBITaxon:1618396	1
NCBITaxon:1618397	1
NCBITaxon:1618398	1
NCBITaxon:1618399	1
NCBITaxon:1618400	1
NCBITaxon:1618401	1
NCBITaxon:1618402	1
NCBITaxon:1618403	1
NCBITaxon:1618404	1
NCBITaxon:1618405	1
NCBITaxon:1618406	1
NCBITaxon:1618407	1
NCBITaxon:1618408	1
NCBITaxon:1618409	1
NCBITaxon:1618410	1
NCBITaxon:1618411	1
NCBITaxon:1618412	1
NCBITaxon:1618413	1
NCBITaxon:1618414	1
NCBITaxon:1618415	1
NCBITaxon:1618416	1
NCBITaxon:1618417	1
NCBITaxon:1618418	1
NCBITaxon:1618419	1
NCBITaxon:1618420	1
NCBITaxon:1618421	1
NCBITaxon:1618422	1
NCBITaxon:1618423	1
NCBITaxon:1618424	1
NCBITaxon:1618425	1
NCBITaxon:1618426	1
NCBITaxon:1618427	1
NCBITaxon:1618428	1
NCBITaxon:1618429	1
NCBITaxon:1618430	1
NCBITaxon:1618431	1
NCBITaxon:1618432	1
NCBITaxon:1618433	1
NCBITaxon:1618434	1
NCBITaxon:1618435	1
NCBITaxon:1618436	1
NCBITaxon:1618437	1
NCBITaxon:1618438	1
NCBITaxon:1618439	1
NCBITaxon:1618440	1
NCBITaxon:1618441	1
NCBITaxon:1618442	1
NCBITaxon:1618443	1
NCBITaxon:1618444	1
NCBITaxon:1618445	1
NCBITaxon:1618446	1
NCBITaxon:1618447	1
NCBITaxon:1618448	1
NCBITaxon:1618449	1
NCBITaxon:1618450	1
NCBITaxon:1618451	2
NCBITaxon:1618452	1
NCBITaxon:1618453	1
NCBITaxon:1618454	1
NCBITaxon:1618455	1
NCBITaxon:1618456	1
NCBITaxon:1618457	1
NCBITaxon:1618458	1
NCBITaxon:1618459	1
NCBITaxon:1618460	1
NCBITaxon:1618461	1
NCBITaxon:1618462	1
NCBITaxon:1618463	1
NCBITaxon:1618464	1
NCBITaxon:1618465	1
NCBITaxon:1618466	1
NCBITaxon:1618467	1
NCBITaxon:1618468	1
NCBITaxon:1618469	1
NCBITaxon:1618470	1
NCBITaxon:1618471	1
NCBITaxon:1618472	1
NCBITaxon:1618473	1
NCBITaxon:1618474	1
NCBITaxon:1618475	1
NCBITaxon:1618476	1
NCBITaxon:1618477	1
NCBITaxon:1618478	1
NCBITaxon:1618479	1
NCBITaxon:1618480	1
NCBITaxon:1618481	1
NCBITaxon:1618482	1
NCBITaxon:1618483	1
NCBITaxon:1618484	1
NCBITaxon:1618485	1
NCBITaxon:1618486	1
NCBITaxon:1618487	1
NCBITaxon:1618488	1
NCBITaxon:1618489	1
NCBITaxon:1618490	1
NCBITaxon:1618491	1
NCBITaxon:1618492	1
NCBITaxon:1618493	1
NCBITaxon:1618494	1
NCBITaxon:1618495	1
NCBITaxon:1618496	1
NCBITaxon:1618497	1
NCBITaxon:1618498	1
NCBITaxon:1618499	1
NCBITaxon:1618500	1
NCBITaxon:1618501	1
NCBITaxon:1618502	1
NCBITaxon:1618503	1
NCBITaxon:1618504	1
NCBITaxon:1618505	1
NCBITaxon:1618506	1
NCBITaxon:1618507	1
NCBITaxon:1618508	1
NCBITaxon:1618509	1
NCBITaxon:1618510	1
NCBITaxon:1618511	1
NCBITaxon:1618512	1
NCBITaxon:1618513	1
NCBITaxon:1618514	1
NCBITaxon:1618515	1
NCBITaxon:1618516	1
NCBITaxon:1618517	1
NCBITaxon:1618518	1
NCBITaxon:1618519	1
NCBITaxon:1618520	1
NCBITaxon:1618521	1
NCBITaxon:1618522	1
NCBITaxon:1618523	1
NCBITaxon:1618524	1
NCBITaxon:1618525	1
NCBITaxon:1618526	1
NCBITaxon:1618527	1
NCBITaxon:1618528	1
NCBITaxon:1618529	1
NCBITaxon:1618530	1
NCBITaxon:1618531	1
NCBITaxon:1618532	1
NCBITaxon:1618533	1
NCBITaxon:1618534	1
NCBITaxon:1618535	1
NCBITaxon:1618536	1
NCBITaxon:1618537	1
NCBITaxon:1618538	1
NCBITaxon:1618539	1
NCBITaxon:1618540	1
NCBITaxon:1618541	1
NCBITaxon:1618542	1
NCBITaxon:1618543	1
NCBITaxon:1618544	1
NCBITaxon:1618545	1
NCBITaxon:1618546	1
NCBITaxon:1618547	1
NCBITaxon:1618548	1
NCBITaxon:1618549	1
NCBITaxon:1618550	1
NCBITaxon:1618551	1
NCBITaxon:1618552	1
NCBITaxon:1618553	1
NCBITaxon:1618554	1
NCBITaxon:1618555	1
NCBITaxon:1618556	1
NCBITaxon:1618557	1
NCBITaxon:1618558	1
NCBITaxon:1618559	1
NCBITaxon:1618560	1
NCBITaxon:1618561	1
NCBITaxon:1618562	1
NCBITaxon:1618563	1
NCBITaxon:1618564	1
NCBITaxon:1618565	1
NCBITaxon:1618566	1
NCBITaxon:1618567	1
NCBITaxon:1618568	1
NCBITaxon:1618569	1
NCBITaxon:1618570	1
NCBITaxon:1618571	1
NCBITaxon:1618572	1
NCBITaxon:1618573	1
NCBITaxon:1618574	1
NCBITaxon:1618575	1
NCBITaxon:1618576	1
NCBITaxon:1618577	1
NCBITaxon:1618578	1
NCBITaxon:1618579	1
NCBITaxon:1618580	1
NCBITaxon:1618581	1
NCBITaxon:1618582	1
NCBITaxon:1618583	1
NCBITaxon:1618584	1
NCBITaxon:1618585	1
NCBITaxon:1618586	1
NCBITaxon:1618587	1
NCBITaxon:1618588	1
NCBITaxon:1618589	1
NCBITaxon:1618590	1
NCBITaxon:1618591	1
NCBITaxon:1618592	1
NCBITaxon:1618593	1
NCBITaxon:1618594	1
NCBITaxon:1618595	1
NCBITaxon:1618596	1
NCBITaxon:1618597	1
NCBITaxon:1618598	1
NCBITaxon:1618599	1
NCBITaxon:1618600	1
NCBITaxon:1618601	1
NCBITaxon:1618602	1
NCBITaxon:1618603	1
NCBITaxon:1618604	1
NCBITaxon:1618605	1
NCBITaxon:1618606	2
NCBITaxon:1618607	1
NCBITaxon:1618608	1
NCBITaxon:1618609	1
NCBITaxon:1618610	1
NCBITaxon:1618611	1
NCBITaxon:1618612	1
NCBITaxon:1618613	1
NCBITaxon:1618614	1
NCBITaxon:1618615	1
NCBITaxon:1618616	1
NCBITaxon:1618617	1
NCBITaxon:1618618	1
NCBITaxon:1618619	1
NCBITaxon:1618620	1
NCBITaxon:1618621	1
NCBITaxon:1618622	1
NCBITaxon:1618623	1
NCBITaxon:1618624	1
NCBITaxon:1618625	1
NCBITaxon:1618626	1
NCBITaxon:1618627	1
NCBITaxon:1618628	1
NCBITaxon:1618629	1
NCBITaxon:1618630	1
NCBITaxon:1618631	1
NCBITaxon:1618632	1
NCBITaxon:1618633	1
NCBITaxon:1618634	1
NCBITaxon:1618635	1
NCBITaxon:1618636	1
NCBITaxon:1618637	1
NCBITaxon:1618638	1
NCBITaxon:1618639	1
NCBITaxon:1618640	1
NCBITaxon:1618641	1
NCBITaxon:1618642	1
NCBITaxon:1618643	1
NCBITaxon:1618644	1
NCBITaxon:1618645	1
NCBITaxon:1618646	1
NCBITaxon:1618647	1
NCBITaxon:1618648	1
NCBITaxon:1618649	1
NCBITaxon:1618650	1
NCBITaxon:1618651	1
NCBITaxon:1618652	1
NCBITaxon:1618653	1
NCBITaxon:1618654	1
NCBITaxon:1618655	1
NCBITaxon:1618656	1
NCBITaxon:1618657	1
NCBITaxon:1618658	1
NCBITaxon:1618659	1
NCBITaxon:1618660	1
NCBITaxon:1618661	1
NCBITaxon:1618662	1
NCBITaxon:1618663	1
NCBITaxon:1618664	1
NCBITaxon:1618665	1
NCBITaxon:1618666	1
NCBITaxon:1618667	1
NCBITaxon:1618668	1
NCBITaxon:1618669	1
NCBITaxon:1618670	1
NCBITaxon:1618671	1
NCBITaxon:1618672	1
NCBITaxon:1618673	1
NCBITaxon:1618674	1
NCBITaxon:1618675	1
NCBITaxon:1618676	1
NCBITaxon:1618677	1
NCBITaxon:1618695	1
NCBITaxon:1618696	1
NCBITaxon:1618697	1
NCBITaxon:1618698	1
NCBITaxon:1618699	1
NCBITaxon:1618700	1
NCBITaxon:1618701	1
NCBITaxon:1618702	1
NCBITaxon:1618703	1
NCBITaxon:1618704	1
NCBITaxon:1618705	1
NCBITaxon:1618706	1
NCBITaxon:1618707	1
NCBITaxon:1618708	1
NCBITaxon:1618709	1
NCBITaxon:1618710	1
NCBITaxon:1618711	1
NCBITaxon:1618712	1
NCBITaxon:1618713	1
NCBITaxon:1618714	1
NCBITaxon:1618715	1
NCBITaxon:1618716	1
